Date,Time,CP2.CHOAT,CCHWST,CCHWRT,CP2.CH1.M5,CP2.CH2.M10,CP2.CHWP1,CP2.CHWP2,CP2.CHWP3,CDWST,CDWRT,SQ1.CP2.CDWST.STPT,SQ1.CP2.CT2.SPD,SQ1.CP2.CT1.SPD,CP2.CNDP1,CP2.CNDP2
1/29/2022,18:00:00,12.21,50.18,51.85,0,0,0,1,0,48.8,52.39,47,33,33,0,1
1/29/2022,19:00:00,12.21,50.63,50.82,0,0,0,0,0,47.8,51.66,47,20,20,0,0
1/29/2022,20:00:00,11.21,51.35,52.37,0,0,0,0,0,48.1,53.64,47,20,20,0,0
1/29/2022,21:00:00,10.21,54.48,55.34,0,0,0,0,0,49,55.26,47,20,20,0,0
1/29/2022,22:00:00,8.19,57.45,59,0,0,0,0,0,50.6,56.56,47,20,20,0,0
1/29/2022,23:00:00,7.17,59.27,61.97,0,0,0,0,0,51.5,57.76,47,20,20,0,0
1/30/2022,00:00:00,7.17,59.82,63.84,0,0,0,0,0,51.9,58.89,47,20,20,0,0
1/30/2022,01:00:00,8.18,60.24,64.81,0,0,0,0,0,52.3,59.95,47,20,20,0,0
1/30/2022,02:00:00,9.19,61.73,65.75,0,0,0,0,0,52.5,60.91,47,20,20,0,0
1/30/2022,03:00:00,10.19,62.94,66.79,0,0,0,0,0,53.1,61.84,47,20,20,0,0
1/30/2022,04:00:00,11.2,64.5,67.78,0,0,0,0,0,53.7,62.69,47,20,20,0,0
1/30/2022,05:00:00,14.23,65.75,68.82,0,0,0,0,0,54,63.47,47,20,20,0,0
1/30/2022,06:00:00,13.18,67.44,70.01,0,0,0,0,0,54.2,64.25,47,20,20,0,0
1/30/2022,07:00:00,14.21,69,71.24,0,0,0,0,0,54.4,64.98,47,20,20,0,0
1/30/2022,08:00:00,13.21,69.85,72.35,0,0,0,0,0,54.7,65.62,47,20,20,0,0
1/30/2022,09:00:00,14.21,70.59,73.32,0,0,0,0,0,54.9,66.27,47,20,20,0,0
1/30/2022,10:00:00,15.23,70.71,73.97,0,0,0,0,0,55.2,66.85,47,20,20,0,0
1/30/2022,11:00:00,18.26,55.77,60.18,0,0,0,1,0,53,59.16,47,33,33,0,1
1/30/2022,12:00:00,20.3,51.04,54.44,0,0,0,1,0,48.8,54.15,47,33,33,0,1
1/30/2022,13:00:00,22.35,49.38,52.55,0,0,0,1,0,47.4,52.37,47,33,33,0,1
1/30/2022,14:00:00,23.36,48.45,51.44,0,0,0,1,0,46.7,51.35,47,33,33,0,1
1/30/2022,15:00:00,24.4,48.45,51.51,0,0,0,1,0,46.6,51.4,47,33,33,0,1
1/30/2022,16:00:00,24.4,48.38,51.45,0,0,0,1,0,46.6,51.32,47,33,33,0,1
1/30/2022,17:00:00,23.4,48.48,51.62,0,0,0,1,0,46.7,51.49,47,33,33,0,1
1/30/2022,18:00:00,23.4,48.45,51.54,0,0,0,1,0,46.6,51.44,47,33,33,0,1
1/30/2022,19:00:00,23.4,49.78,51.2,0,0,0,0,0,47.7,51.26,47,20,20,0,0
1/30/2022,20:00:00,22.39,50.82,51.81,0,0,0,0,0,48.1,53.19,47,20,20,0,0
1/30/2022,21:00:00,22.39,55.14,55.2,0,0,0,0,0,49.1,54.69,47,20,20,0,0
1/30/2022,22:00:00,21.39,57.79,59.63,0,0,0,0,0,50.3,56.04,47,20,20,0,0
1/30/2022,23:00:00,21.39,58.29,62.06,0,0,0,0,0,51.2,57.17,47,20,20,0,0
1/31/2022,00:00:00,21.39,59.28,63.39,0,0,0,0,0,51.9,58.33,47,20,20,0,0
1/31/2022,01:00:00,20.38,60.18,64.58,0,0,0,0,0,52.5,59.29,47,20,20,0,0
1/31/2022,02:00:00,20.38,61.98,65.69,0,0,0,0,0,53.2,60.34,47,20,20,0,0
1/31/2022,03:00:00,20.38,63.6,67.02,0,0,0,0,0,53.7,61.18,47,20,20,0,0
1/31/2022,04:00:00,20.38,64.7,68.25,0,0,0,0,0,54,62.08,47,20,20,0,0
1/31/2022,05:00:00,20.38,65.37,69.24,0,0,0,0,0,54.2,62.87,47,20,20,0,0
1/31/2022,06:00:00,20.38,66.61,70.07,0,0,0,0,0,54.4,63.66,47,20,20,0,0
1/31/2022,07:00:00,21.38,67.85,71,0,0,0,0,0,54.7,64.37,47,20,20,0,0
1/31/2022,08:00:00,21.38,55.81,65.94,0,0,1,0,0,48.5,61.94,47,84.2,84.2,1,0
1/31/2022,09:00:00,20.38,48.97,52.21,0,0,1,0,0,47,52.1,47,33.6,33.6,1,0
1/31/2022,10:00:00,23.41,48.77,51.72,0,0,1,0,0,47,51.86,47,33.4,33.4,1,0
1/31/2022,11:00:00,26.44,48.63,51.38,0,0,1,0,0,47.1,51.61,47,35.2,35.2,1,0
1/31/2022,12:00:00,28.47,48.59,51.58,0,0,1,0,0,46.9,51.54,47,34.1,34.1,1,0
1/31/2022,13:00:00,29.47,48.72,51.83,0,0,1,0,0,46.9,51.72,47,35.8,35.8,1,0
1/31/2022,14:00:00,30.48,48.52,51.53,0,0,1,0,0,46.8,51.55,47,37.2,37.2,1,0
1/31/2022,15:00:00,30.48,48.74,51.85,0,0,1,0,0,47,51.74,47,37.3,37.3,1,0
1/31/2022,16:00:00,31.49,48.81,52.03,0,0,1,0,0,47,51.89,47,41.6,41.6,1,0
1/31/2022,17:00:00,30.49,48.77,51.8,0,0,1,0,0,47,51.78,47,35.5,35.5,1,0
1/31/2022,18:00:00,28.46,48.72,51.69,0,0,1,0,0,47,51.72,47,33.8,33.8,1,0
1/31/2022,19:00:00,28.46,49.92,51.83,0,0,0,0,0,48.7,52.11,47,20,20,0,0
1/31/2022,20:00:00,28.46,54.15,54.37,0,0,0,0,0,49.5,53.54,47,20,20,0,0
1/31/2022,21:00:00,28.46,57.63,58.96,0,0,0,0,0,50.4,54.74,47,20,20,0,0
1/31/2022,22:00:00,28.46,59.68,62.51,0,0,0,0,0,50.9,55.89,47,20,20,0,0
1/31/2022,23:00:00,28.46,61.66,65.06,0,0,0,0,0,51.4,56.97,47,20,20,0,0
2/1/2022,00:00:00,28.46,61.71,66.34,0,0,0,0,0,51.7,58,47,20,20,0,0
2/1/2022,01:00:00,28.46,62.65,67.06,0,0,0,0,0,52.1,58.96,47,20,20,0,0
2/1/2022,02:00:00,28.46,64.11,67.92,0,0,0,0,0,52.3,59.88,47,20,20,0,0
2/1/2022,03:00:00,27.46,TIME (1),TIME (1),TIME (1),TIME (1),0,0,0,TIME (1),TIME (1),TIME (1),20,20,0,0
2/1/2022,04:00:00,27.46,66.16,69.78,0,0,0,0,0,53,61.56,47,20,20,0,0
2/1/2022,05:00:00,26.45,67.74,70.68,0,0,0,0,0,53.4,62.33,47,20,20,0,0
2/1/2022,06:00:00,26.45,68.73,71.58,0,0,0,0,0,53.5,63.07,47,20,20,0,0
2/1/2022,07:00:00,26.45,69.87,72.44,0,0,0,0,0,53.7,63.78,47,20,20,0,0
2/1/2022,08:00:00,25.44,54.75,66.79,0,0,0,1,0,47.5,61.92,47,96.6,96.6,0,1
2/1/2022,09:00:00,26.47,48.99,52.8,0,0,0,1,0,46.9,52.17,47,39.7,39.7,0,1
2/1/2022,10:00:00,28.47,49.01,52.08,0,0,0,1,0,47.1,51.99,47,37.1,37.1,0,1
2/1/2022,11:00:00,TIME (0),48.88,51.85,TIME (0),TIME (0),TIME (0),TIME (0),TIME (0),47,51.83,47,TIME (0),TIME (0),TIME (0),TIME (0)
2/1/2022,12:00:00,32.52,49.01,52.03,0,0,0,1,0,47.2,51.97,47,39.6,39.6,0,1
2/1/2022,13:00:00,33.53,48.9,51.92,0,0,0,1,0,47.1,51.89,47,39.5,39.5,0,1
2/1/2022,14:00:00,36.55,48.92,52.17,0,0,0,1,0,47.1,52.07,47,40.4,40.4,0,1
2/1/2022,15:00:00,37.55,48.93,52.26,0,0,0,1,0,47,52.11,47,42.4,42.4,0,1
2/1/2022,16:00:00,36.54,48.84,51.96,0,0,0,1,0,47,51.95,47,38.2,38.2,0,1
2/1/2022,17:00:00,36.54,48.92,52.03,0,0,0,1,0,47,52.01,47,38.2,38.2,0,1
2/1/2022,18:00:00,35.54,48.93,52.12,0,0,0,1,0,47,52.09,47,39.9,39.9,0,1
2/1/2022,19:00:00,35.54,50.7,52.14,0,0,0,0,0,49.9,53.24,47,20,20,0,0
2/1/2022,20:00:00,35.54,53.34,55.13,0,0,0,0,0,50.2,54.64,47,20,20,0,0
2/1/2022,21:00:00,36.54,58.29,59.41,0,0,0,0,0,50.4,55.77,47,20,20,0,0
2/1/2022,22:00:00,39.6,60.56,63.28,0,0,0,0,0,50.6,56.75,47,20,20,0,0
2/1/2022,23:00:00,40.6,62.92,66.2,0,0,0,0,0,50.8,57.76,47,20,20,0,0
2/2/2022,00:00:00,40.6,62.94,67.71,0,0,0,0,0,50.9,58.67,47,20,20,0,0
2/2/2022,01:00:00,40.6,63.78,68.39,0,0,0,0,0,51,59.53,47,20,20,0,0
2/2/2022,02:00:00,40.6,64.76,69.04,0,0,0,0,0,51,60.38,47,20,20,0,0
2/2/2022,03:00:00,40.6,66.29,69.83,0,0,0,0,0,51,61.15,47,20,20,0,0
2/2/2022,04:00:00,39.58,66.77,70.62,0,0,0,0,0,51.1,61.86,47,20,20,0,0
2/2/2022,05:00:00,38.58,67.87,71.45,0,0,0,0,0,51.1,62.59,47,20,20,0,0
2/2/2022,06:00:00,38.58,68.97,72.24,0,0,0,0,0,51.2,63.23,47,20,20,0,0
2/2/2022,07:00:00,37.57,69.54,73,0,0,0,0,0,51.4,63.83,47,20,20,0,0
2/2/2022,08:00:00,37.57,59.12,64.23,0,0,0,0,1,56.8,63.07,47,33,33,1,0
2/2/2022,09:00:00,38.58,49.47,53.51,0,0,0,0,1,47,52.95,47,45.7,45.7,1,0
2/2/2022,10:00:00,39.6,48.93,52.25,0,0,0,0,1,46.9,52.11,47,40.8,40.8,1,0
2/2/2022,11:00:00,39.6,49.11,52.52,0,0,0,0,1,47,52.33,47,41.7,41.7,1,0
2/2/2022,12:00:00,38.59,48.99,52.35,0,0,0,0,1,47.1,52.2,47,39.3,39.3,1,0
2/2/2022,13:00:00,36.56,48.97,52.39,0,0,0,0,1,47,52.28,47,40.4,40.4,1,0
2/2/2022,14:00:00,36.56,49.06,52.26,0,0,0,0,1,47.2,52.26,47,40.4,40.4,1,0
2/2/2022,15:00:00,36.56,48.86,52.21,0,0,0,0,1,46.9,52.14,47,43.7,43.7,1,0
2/2/2022,16:00:00,36.56,49.15,52.73,0,0,0,0,1,47.1,52.41,47,42.1,42.1,1,0
2/2/2022,17:00:00,36.56,48.83,52.05,0,0,0,0,1,46.9,52.11,47,40.4,40.4,1,0
2/2/2022,18:00:00,34.56,48.7,51.62,0,0,0,0,1,47,51.92,47,36.3,36.3,1,0
2/2/2022,19:00:00,30.53,49.65,51.47,0,0,0,0,0,49.3,52.47,47,20,20,0,0
2/2/2022,20:00:00,28.52,53.43,54.24,0,0,0,0,0,49.9,54.02,47,20,20,0,0
2/2/2022,21:00:00,28.52,57.92,58.49,0,0,0,0,0,50.4,55.24,47,20,20,0,0
2/2/2022,22:00:00,27.47,61.01,62.88,0,0,0,0,0,51,56.33,47,20,20,0,0
2/2/2022,23:00:00,27.47,62.42,66,0,0,0,0,0,51.4,57.36,47,20,20,0,0
2/3/2022,00:00:00,26.44,62.56,67.47,0,0,0,0,0,52,58.29,47,20,20,0,0
2/3/2022,01:00:00,26.44,63.15,67.87,0,0,0,0,0,52.1,59.19,47,20,20,0,0
2/3/2022,02:00:00,26.44,64.31,68.37,0,0,0,0,0,52.5,60.04,47,20,20,0,0
2/3/2022,03:00:00,26.44,65.24,69.2,0,0,0,0,0,52.7,60.91,47,20,20,0,0
2/3/2022,04:00:00,26.44,66.25,70.03,0,0,0,0,0,53,61.71,47,20,20,0,0
2/3/2022,05:00:00,25.43,67.33,70.82,0,0,0,0,0,53.3,62.41,47,20,20,0,0
2/3/2022,06:00:00,25.43,68.57,71.61,0,0,0,0,0,53.4,63.15,47,20,20,0,0
2/3/2022,07:00:00,24.42,69.22,72.37,0,0,0,0,0,53.9,63.82,47,20,20,0,0
2/3/2022,08:00:00,23.42,60.08,74.37,0,0,1,0,0,53.8,61.81,47,25.6,25.6,0,1
2/3/2022,09:00:00,22.41,49.31,53.16,0,0,1,0,0,46.8,52.77,47,31.2,31.2,0,1
2/3/2022,10:00:00,22.41,48.74,51.92,0,0,1,0,0,46.8,52.01,47,26.1,26.1,0,1
2/3/2022,11:00:00,20.4,48.75,51.78,0,0,1,0,0,46.9,51.91,47,24.5,24.5,0,1
2/3/2022,12:00:00,19.4,48.75,51.54,0,0,1,0,0,47.2,51.79,47,22.8,22.8,0,1
2/3/2022,13:00:00,18.39,48.77,51.63,0,0,1,0,0,46.9,51.87,47,23.7,23.7,0,1
2/3/2022,14:00:00,18.39,48.74,51.6,0,0,1,0,0,47.1,51.81,47,22.8,22.8,0,1
2/3/2022,15:00:00,17.37,48.74,51.58,0,0,1,0,0,47.1,51.77,47,21.8,21.8,0,1
2/3/2022,16:00:00,17.37,48.56,51.51,0,0,1,0,0,46.9,51.6,47,20.9,20.9,0,1
2/3/2022,17:00:00,16.37,48.61,51.49,0,0,1,0,0,47.1,51.66,47,21.6,21.6,0,1
2/3/2022,18:00:00,15.35,48.61,51.42,0,0,1,0,0,47,51.65,47,20,20,0,1
2/3/2022,19:00:00,15.35,50.57,51.45,0,0,0,0,0,47.2,52.75,47,20,20,0,0
2/3/2022,20:00:00,15.35,53.06,53.34,0,0,0,0,0,48.4,54.25,47,20,20,0,0
2/3/2022,21:00:00,14.33,57.02,57.84,0,0,0,0,0,50.2,55.64,47,20,20,0,0
2/3/2022,22:00:00,14.33,59.25,61.79,0,0,0,0,0,51.3,56.85,47,20,20,0,0
2/3/2022,23:00:00,14.33,60.22,64.4,0,0,0,0,0,52.1,57.94,47,20,20,0,0
2/4/2022,00:00:00,14.33,61.1,65.69,0,0,0,0,0,52.7,58.94,47,20,20,0,0
2/4/2022,01:00:00,13.31,61.95,66.27,0,0,0,0,0,53.3,59.87,47,20,20,0,0
2/4/2022,02:00:00,13.31,62.76,66.95,0,0,0,0,0,53.7,60.76,47,20,20,0,0
2/4/2022,03:00:00,12.31,63.96,67.8,0,0,0,0,0,54.2,61.65,47,20,20,0,0
2/4/2022,04:00:00,12.31,64.43,68.59,0,0,0,0,0,54.7,62.49,47,20,20,0,0
2/4/2022,05:00:00,11.31,66.07,69.45,0,0,0,0,0,55.1,63.22,47,20,20,0,0
2/4/2022,06:00:00,11.31,67.37,70.32,0,0,0,0,0,55.4,63.96,47,20,20,0,0
2/4/2022,07:00:00,10.3,68.66,71.25,0,0,0,0,0,55.7,64.61,47,20,20,0,0
2/4/2022,08:00:00,9.3,69.67,72.26,0,0,0,0,0,56,65.24,47,20,20,0,0
2/4/2022,09:00:00,8.29,53.83,60.02,0,0,1,0,0,49.4,58.11,47,33,33,0,1
2/4/2022,10:00:00,8.29,48.57,51.83,0,0,1,0,0,46.5,51.68,47,20,20,0,1
2/4/2022,11:00:00,8.29,48.41,51.51,0,0,1,0,0,46.6,51.5,47,20,20,0,1
2/4/2022,12:00:00,9.29,48.38,51.51,0,0,1,0,0,46.6,51.51,47,20,20,0,1
2/4/2022,13:00:00,10.32,48.75,51.78,0,0,1,0,0,47,51.76,47,20,20,0,1
2/4/2022,14:00:00,11.32,48.68,51.6,0,0,1,0,0,46.9,51.59,47,20,20,0,1
2/4/2022,15:00:00,12.32,48.59,51.33,0,0,1,0,0,47,51.48,47,20,20,0,1
2/4/2022,16:00:00,13.34,48.77,51.78,0,0,1,0,0,47.1,51.69,47,21.2,21.2,0,1
2/4/2022,17:00:00,13.34,48.65,51.44,0,0,1,0,0,47,51.6,47,20,20,0,1
2/4/2022,18:00:00,12.33,48.25,51.11,0,0,1,0,0,46.6,51.17,47,20,20,0,1
2/4/2022,19:00:00,12.33,51.67,51.62,0,0,0,0,0,50.4,52.81,47,20,20,0,0
2/4/2022,20:00:00,12.33,52.59,55.34,0,0,0,0,0,49.3,50.45,47,20,20,0,0
2/4/2022,21:00:00,12.33,57.39,58.78,0,0,0,0,0,49.2,52.26,47,20,20,0,0
2/4/2022,22:00:00,11.33,59.54,62.24,0,0,0,0,0,50.3,53.86,47,20,20,0,0
2/4/2022,23:00:00,11.33,61.44,64.76,0,0,0,0,0,51.7,55.09,47,20,20,0,0
2/5/2022,00:00:00,10.33,61.68,66.16,0,0,0,0,0,52.4,56.07,47,20,20,0,0
2/5/2022,01:00:00,10.33,62.69,66.77,0,0,0,0,0,52.9,56.98,47,20,20,0,0
2/5/2022,02:00:00,9.31,63.77,67.56,0,0,0,0,0,53.3,57.9,47,20,20,0,0
2/5/2022,03:00:00,9.31,64.38,68.39,0,0,0,0,0,53.8,58.81,47,20,20,0,0
2/5/2022,04:00:00,8.3,65.22,69.22,0,0,0,0,0,54.3,59.69,47,20,20,0,0
2/5/2022,05:00:00,8.3,66.56,70.01,0,0,0,0,0,54.8,60.47,47,20,20,0,0
2/5/2022,06:00:00,8.3,68.03,71.02,0,0,0,0,0,55.3,61.22,47,20,20,0,0
2/5/2022,07:00:00,7.3,69.92,72.03,0,0,0,0,0,55.8,61.95,47,20,20,0,0
2/5/2022,08:00:00,7.3,51.89,58.44,0,0,0,0,1,47.5,56.14,47,33,33,0,0
2/5/2022,09:00:00,7.3,48.75,52.01,0,0,0,0,1,46.6,51.79,47,20,20,0,0
2/5/2022,10:00:00,8.31,48.68,51.74,0,0,0,0,1,46.7,51.61,47,20,20,0,0
2/5/2022,11:00:00,9.34,48.86,51.65,0,0,0,0,1,48.5,51.53,47,20,20,0,0
2/5/2022,12:00:00,11.36,48.63,51.62,0,0,0,0,1,46.8,51.54,47,20,20,0,0
2/5/2022,13:00:00,13.4,48.92,51.96,0,0,0,0,1,47,51.72,47,22.8,22.8,0,0
2/5/2022,14:00:00,17.43,48.88,52.19,0,0,0,0,1,46.9,51.9,47,24.4,24.4,0,0
2/5/2022,15:00:00,20.46,48.95,51.94,0,0,0,0,1,47.2,51.81,47,23.5,23.5,0,0
2/5/2022,16:00:00,20.46,48.79,51.87,0,0,0,0,1,46.9,51.73,47,24.9,24.9,0,0
2/5/2022,17:00:00,19.46,49.02,52.26,0,0,0,0,1,47,52.07,47,25.8,25.8,0,0
2/5/2022,18:00:00,18.45,48.95,51.99,0,0,0,0,1,47.2,51.89,47,24.7,24.7,0,0
2/5/2022,19:00:00,18.45,49.15,51,0,0,0,0,0,47.2,52.25,47,20,20,0,0
2/5/2022,20:00:00,18.45,52.28,53.49,0,0,0,0,0,48.1,53.9,47,20,20,0,0
2/5/2022,21:00:00,17.43,56.62,57.07,0,0,0,0,0,50,55.26,47,20,20,0,0
2/5/2022,22:00:00,17.43,58.31,60.8,0,0,0,0,0,51.4,56.43,47,20,20,0,0
2/5/2022,23:00:00,18.43,60.42,63.68,0,0,0,0,0,52.3,57.58,47,20,20,0,0
2/6/2022,00:00:00,18.43,60.27,65.33,0,0,0,0,0,53.1,58.5,47,20,20,0,0
2/6/2022,01:00:00,19.45,61.37,66.05,0,0,0,0,0,53.5,59.54,47,20,20,0,0
2/6/2022,02:00:00,20.45,62.94,66.81,0,0,0,0,0,53.7,60.38,47,20,20,0,0
2/6/2022,03:00:00,20.45,64.22,67.78,0,0,0,0,0,53.9,61.28,47,20,20,0,0
2/6/2022,04:00:00,21.47,65.17,68.68,0,0,0,0,0,54.1,62.09,47,20,20,0,0
2/6/2022,05:00:00,21.47,66.43,69.72,0,0,0,0,0,54.2,62.82,47,20,20,0,0
2/6/2022,06:00:00,21.47,67.6,70.7,0,0,0,0,0,54.6,63.61,47,20,20,0,0
2/6/2022,07:00:00,21.47,69.42,71.74,0,0,0,0,0,54.5,64.25,47,20,20,0,0
2/6/2022,08:00:00,21.47,70.53,72.86,0,0,0,0,0,54.8,64.99,47,20,20,0,0
2/6/2022,09:00:00,21.47,71.74,73.94,0,0,0,0,0,54.9,65.56,47,20,20,0,0
2/6/2022,10:00:00,23.48,52.8,62.63,0,0,1,0,0,46.4,58.17,47,60.3,60.3,1,0
2/6/2022,11:00:00,25.5,49.38,52.98,0,0,1,0,0,46.8,52.54,47,31.8,31.8,1,0
2/6/2022,12:00:00,27.54,49.11,52.26,0,0,1,0,0,47.1,52.12,47,29.7,29.7,1,0
2/6/2022,13:00:00,29.55,48.9,51.99,0,0,1,0,0,46.9,51.86,47,31.6,31.6,1,0
2/6/2022,14:00:00,30.56,49.17,52.28,0,0,1,0,0,47.4,52.07,47,31.7,31.7,1,0
2/6/2022,15:00:00,31.61,48.95,52.26,0,0,1,0,0,47,51.99,47,34.7,34.7,1,0
2/6/2022,16:00:00,32.62,49.06,52.37,0,0,1,0,0,47.1,52.02,47,34,34,1,0
2/6/2022,17:00:00,31.61,49.02,52.26,0,0,1,0,0,47,52.03,47,32.3,32.3,1,0
2/6/2022,18:00:00,30.61,48.9,51.98,0,0,1,0,0,47,51.86,47,29.5,29.5,1,0
2/6/2022,19:00:00,30.61,49.47,51.22,0,0,0,0,0,46.9,52.55,47,20,20,0,0
2/6/2022,20:00:00,29.61,53.22,53.24,0,0,0,0,0,48.6,54.17,47,20,20,0,0
2/6/2022,21:00:00,29.61,57.45,57.95,0,0,0,0,0,49.8,55.56,47,20,20,0,0
2/6/2022,22:00:00,29.61,59.32,62.09,0,0,0,0,0,50.4,56.75,47,20,20,0,0
2/6/2022,23:00:00,29.61,60.04,64.18,0,0,0,0,0,50.8,57.83,47,20,20,0,0
2/7/2022,00:00:00,29.61,60.74,65.24,0,0,0,0,0,51.2,58.8,47,20,20,0,0
2/7/2022,01:00:00,29.61,61.66,66.11,0,0,0,0,0,51.6,59.72,47,20,20,0,0
2/7/2022,02:00:00,29.61,63.03,67.11,0,0,0,0,0,51.7,60.62,47,20,20,0,0
2/7/2022,03:00:00,29.61,64.86,68.27,0,0,0,0,0,52,61.44,47,20,20,0,0
2/7/2022,04:00:00,29.61,66.2,69.45,0,0,0,0,0,52.4,62.26,47,20,20,0,0
2/7/2022,05:00:00,28.58,67.13,70.53,0,0,0,0,0,52.3,63.04,47,20,20,0,0
2/7/2022,06:00:00,28.58,67.74,71.4,0,0,0,0,0,52.9,63.72,47,20,20,0,0
2/7/2022,07:00:00,28.58,69.02,72.15,0,0,0,0,0,52.9,64.32,47,20,20,0,0
2/7/2022,08:00:00,28.58,56.17,60.69,0,0,0,1,0,53.1,59.71,47,33,33,0,1
2/7/2022,09:00:00,28.58,49.42,53.15,0,0,0,1,0,47,52.72,47,35.3,35.3,0,1
2/7/2022,10:00:00,30.61,49.17,52.48,0,0,0,1,0,47,52.27,47,32.1,32.1,0,1
2/7/2022,11:00:00,32.62,48.9,52.12,0,0,0,1,0,46.9,52.03,47,33.2,33.2,0,1
2/7/2022,12:00:00,34.66,48.97,52.46,0,0,0,1,0,46.9,52.17,47,35.7,35.7,0,1
2/7/2022,13:00:00,36.68,49.06,52.25,0,0,0,1,0,47,52.17,47,35.7,35.7,0,1
2/7/2022,14:00:00,37.69,48.95,52.17,0,0,0,1,0,46.9,52.09,47,37.4,37.4,0,1
2/7/2022,15:00:00,36.69,49.06,52.41,0,0,0,1,0,46.8,52.32,47,39.1,39.1,0,1
2/7/2022,16:00:00,35.67,49.29,52.43,0,0,0,1,0,47.2,52.39,47,38.5,38.5,0,1
2/7/2022,17:00:00,35.67,49.2,52.55,0,0,0,1,0,47,52.41,47,36,36,0,1
2/7/2022,18:00:00,34.65,48.84,51.87,0,0,0,1,0,47,51.92,47,31.8,31.8,0,1
2/7/2022,19:00:00,33.64,50.97,51.81,0,0,0,0,0,47.2,52.97,47,20,20,0,0
2/7/2022,20:00:00,32.64,53.52,53.6,0,0,0,0,0,48.2,54.45,47,20,20,0,0
2/7/2022,21:00:00,31.63,57.75,57.9,0,0,0,0,0,49.3,55.7,47,20,20,0,0
2/7/2022,22:00:00,30.62,60.54,62.54,0,0,0,0,0,49.9,56.76,47,20,20,0,0
2/7/2022,23:00:00,29.62,62.6,65.75,0,0,0,0,0,50.5,57.79,47,20,20,0,0
2/8/2022,00:00:00,29.62,62.45,67.38,0,0,0,0,0,50.8,58.82,47,20,20,0,0
2/8/2022,01:00:00,28.62,63.24,67.96,0,0,0,0,0,51.4,59.65,47,20,20,0,0
2/8/2022,02:00:00,28.62,64.25,68.5,0,0,0,0,0,51.6,60.51,47,20,20,0,0
2/8/2022,03:00:00,29.62,65.64,69.22,0,0,0,0,0,52.1,61.32,47,20,20,0,0
2/8/2022,04:00:00,29.62,66.74,70.08,0,0,0,0,0,52.2,62,47,20,20,0,0
2/8/2022,05:00:00,28.59,67.22,70.88,0,0,0,0,0,52.7,62.68,47,20,20,0,0
2/8/2022,06:00:00,28.59,68.23,71.67,0,0,0,0,0,52.4,63.44,47,20,20,0,0
2/8/2022,07:00:00,28.59,69.15,72.39,0,0,0,0,0,53,63.97,47,20,20,0,0
2/8/2022,08:00:00,27.59,56.06,61.91,0,0,0,0,1,53.1,60.32,47,33,33,0,0
2/8/2022,09:00:00,27.59,49.55,53.31,0,0,0,0,1,47,52.89,47,35.3,35.3,0,0
2/8/2022,10:00:00,28.63,49.02,52.14,0,0,0,0,1,46.9,52.09,47,31.9,31.9,0,0
2/8/2022,11:00:00,29.63,48.7,51.49,0,0,0,0,1,47,51.71,47,28.5,28.5,0,0
2/8/2022,12:00:00,29.63,49.02,52.12,0,0,0,0,1,47.1,52.12,47,31,31,0,0
2/8/2022,13:00:00,29.63,48.77,51.76,0,0,0,0,1,46.9,51.77,47,29.1,29.1,0,0
2/8/2022,14:00:00,29.67,49.04,52.19,0,0,0,0,1,47.1,52.17,47,30.9,30.9,0,0
2/8/2022,15:00:00,29.67,48.93,52.01,0,0,0,0,1,47.1,52.07,47,31.8,31.8,0,0
2/8/2022,16:00:00,28.67,49.02,52.3,0,0,0,0,1,47,52.22,47,30.8,30.8,0,0
2/8/2022,17:00:00,28.67,48.95,51.96,0,0,0,0,1,47,52.06,47,28.8,28.8,0,0
2/8/2022,18:00:00,27.67,48.83,51.87,0,0,0,0,1,47.1,51.92,47,26.1,26.1,0,0
2/8/2022,19:00:00,26.65,50.82,51.71,0,0,0,0,0,46.9,52.72,47,20,20,0,0
2/8/2022,20:00:00,25.65,53.29,53.61,0,0,0,0,0,48.1,54.25,47,20,20,0,0
2/8/2022,21:00:00,24.65,57.72,57.77,0,0,0,0,0,49.7,55.54,47,20,20,0,0
2/8/2022,22:00:00,24.65,60.24,62.18,0,0,0,0,0,50.8,56.68,47,20,20,0,0
2/8/2022,23:00:00,24.65,62.43,65.28,0,0,0,0,0,51.3,57.67,47,20,20,0,0
2/9/2022,00:00:00,24.65,62.33,66.92,0,0,0,0,0,51.8,58.62,47,20,20,0,0
2/9/2022,01:00:00,24.65,63.03,67.46,0,0,0,0,0,52.1,59.49,47,20,20,0,0
2/9/2022,02:00:00,24.65,64,68,0,0,0,0,0,52.4,60.34,47,20,20,0,0
2/9/2022,03:00:00,25.69,65.3,68.79,0,0,0,0,0,52.7,61.11,47,20,20,0,0
2/9/2022,04:00:00,25.69,65.71,69.44,0,0,0,0,0,52.8,61.72,47,20,20,0,0
2/9/2022,05:00:00,25.69,67.17,70.59,0,0,0,0,0,52.9,62.6,47,20,20,0,0
2/9/2022,06:00:00,26.71,68.07,71.42,0,0,0,0,0,53,63.27,47,20,20,0,0
2/9/2022,07:00:00,27.72,68.84,72.21,0,0,0,0,0,53.2,63.95,47,20,20,0,0
2/9/2022,08:00:00,29.73,70.28,73,0,0,0,0,0,53.1,64.46,47,20,20,0,0
2/9/2022,09:00:00,30.75,60.17,65.67,0,0,1,0,0,56.5,63.77,47,33,33,1,0
